task_category,industry_sector,implementation_cost_low,implementation_cost_high,roi_timeline_months,technology_maturity,wef_adoption_score,regulatory_friction,min_org_size,annual_labor_cost_threshold,source,source_url,as_of_year,adoption_current_pct,adoption_expected_pct,payback_months,region,country,evidence_note,source_page
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.3 Geoeconomic trends, by economy Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Viet Nam Singapore Indonesia Republic of Korea Increased restrictions to global trade and investment Malaysia Malaysia Uzbekistan Egypt Nigeria Increased gov...",14
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.3 Geoeconomic trends, by economy Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Viet Nam Singapore Indonesia Republic of Korea Increased restrictions to global trade and investment Malaysia Malaysia Uzbekistan Egypt Nigeria Increased gov...",14
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.4 Geoeconomic trends, by industry cluster Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Chemical and advanced materials Oil and gas Mining and Metals Advanced manufacturing Automotive and Aerospace Increased geopolitical division and co...",15
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.4 Geoeconomic trends, by industry cluster Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Chemical and advanced materials Oil and gas Mining and Metals Advanced manufacturing Automotive and Aerospace Increased geopolitical division and co...",15
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.4 Geoeconomic trends, by industry cluster Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Chemical and advanced materials Oil and gas Mining and Metals Advanced manufacturing Automotive and Aerospace Increased geopolitical division and co...",15
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.4 Geoeconomic trends, by industry cluster Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Chemical and advanced materials Oil and gas Mining and Metals Advanced manufacturing Automotive and Aerospace Increased geopolitical division and co...",15
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.4 Geoeconomic trends, by industry cluster Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Chemical and advanced materials Oil and gas Mining and Metals Advanced manufacturing Automotive and Aerospace Increased geopolitical division and co...",15
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.4 Geoeconomic trends, by industry cluster Share of employers surveyed that expect the stated geoeconomic trend to transform their business. Chemical and advanced materials Oil and gas Mining and Metals Advanced manufacturing Automotive and Aerospace Increased geopolitical division and co...",15
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"organizations by 2030, while over half expect also relatively tempered, illustrating relatively greater climate adaptation to do so. By contrast, in Central concern with other macrotrends (Figure 1.5). Asia, only 19% of respondents see climate trends as relevant to their business activities. Comp...",16
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"organizations by 2030, while over half expect also relatively tempered, illustrating relatively greater climate adaptation to do so. By contrast, in Central concern with other macrotrends (Figure 1.5). Asia, only 19% of respondents see climate trends as relevant to their business activities. Comp...",16
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"organizations by 2030, while over half expect also relatively tempered, illustrating relatively greater climate adaptation to do so. By contrast, in Central concern with other macrotrends (Figure 1.5). Asia, only 19% of respondents see climate trends as relevant to their business activities. Comp...",16
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"organizations by 2030, while over half expect also relatively tempered, illustrating relatively greater climate adaptation to do so. By contrast, in Central concern with other macrotrends (Figure 1.5). Asia, only 19% of respondents see climate trends as relevant to their business activities. Comp...",16
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"organizations by 2030, while over half expect also relatively tempered, illustrating relatively greater climate adaptation to do so. By contrast, in Central concern with other macrotrends (Figure 1.5). Asia, only 19% of respondents see climate trends as relevant to their business activities. Comp...",16
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"organizations by 2030, while over half expect also relatively tempered, illustrating relatively greater climate adaptation to do so. By contrast, in Central concern with other macrotrends (Figure 1.5). Asia, only 19% of respondents see climate trends as relevant to their business activities. Comp...",16
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.5 Dual impact of declining and growing labour forces, by economy and income group, 2025-2030 80 70 Japan Slovenia Hungary Republic of Korea Czechia Latvia 60 Estonia Netherlands Australia Belgium Thailand Indonesia Poland 50 Denmark V G ie e t r m N a a n m y China Franc I e taly Malay S...",17
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.5 Dual impact of declining and growing labour forces, by economy and income group, 2025-2030 80 70 Japan Slovenia Hungary Republic of Korea Czechia Latvia 60 Estonia Netherlands Australia Belgium Thailand Indonesia Poland 50 Denmark V G ie e t r m N a a n m y China Franc I e taly Malay S...",17
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.5 Dual impact of declining and growing labour forces, by economy and income group, 2025-2030 80 70 Japan Slovenia Hungary Republic of Korea Czechia Latvia 60 Estonia Netherlands Australia Belgium Thailand Indonesia Poland 50 Denmark V G ie e t r m N a a n m y China Franc I e taly Malay S...",17
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.5 Dual impact of declining and growing labour forces, by economy and income group, 2025-2030 80 70 Japan Slovenia Hungary Republic of Korea Czechia Latvia 60 Estonia Netherlands Australia Belgium Thailand Indonesia Poland 50 Denmark V G ie e t r m N a a n m y China Franc I e taly Malay S...",17
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.5 Dual impact of declining and growing labour forces, by economy and income group, 2025-2030 80 70 Japan Slovenia Hungary Republic of Korea Czechia Latvia 60 Estonia Netherlands Australia Belgium Thailand Indonesia Poland 50 Denmark V G ie e t r m N a a n m y China Franc I e taly Malay S...",17
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"FIGURE 1.5 Dual impact of declining and growing labour forces, by economy and income group, 2025-2030 80 70 Japan Slovenia Hungary Republic of Korea Czechia Latvia 60 Estonia Netherlands Australia Belgium Thailand Indonesia Poland 50 Denmark V G ie e t r m N a a n m y China Franc I e taly Malay S...",17
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Jobs outlook 2 Technological change, the green transition, expect various kinds of jobs to grow and decline economic uncertainty, geoeconomic fragmentation in response to these macrotrends and assesses and demographic shifts are reshaping the labour the rol...",18
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Jobs outlook 2 Technological change, the green transition, expect various kinds of jobs to grow and decline economic uncertainty, geoeconomic fragmentation in response to these macrotrends and assesses and demographic shifts are reshaping the labour the rol...",18
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Jobs outlook 2 Technological change, the green transition, expect various kinds of jobs to grow and decline economic uncertainty, geoeconomic fragmentation in response to these macrotrends and assesses and demographic shifts are reshaping the labour the rol...",18
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Jobs outlook 2 Technological change, the green transition, expect various kinds of jobs to grow and decline economic uncertainty, geoeconomic fragmentation in response to these macrotrends and assesses and demographic shifts are reshaping the labour the rol...",18
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Jobs outlook 2 Technological change, the green transition, expect various kinds of jobs to grow and decline economic uncertainty, geoeconomic fragmentation in response to these macrotrends and assesses and demographic shifts are reshaping the labour the rol...",18
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Jobs outlook 2 Technological change, the green transition, expect various kinds of jobs to grow and decline economic uncertainty, geoeconomic fragmentation in response to these macrotrends and assesses and demographic shifts are reshaping the labour the rol...",18
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"According to the surveyed executives, the fastest- the fastest growing jobs list are roles such as Big growing job roles by 2030, in percentage terms, Data Specialist, FinTech Engineers, AI and Machine tend to be driven by technological developments, Learning Specialists and Software and Applicat...",19
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"According to the surveyed executives, the fastest- the fastest growing jobs list are roles such as Big growing job roles by 2030, in percentage terms, Data Specialist, FinTech Engineers, AI and Machine tend to be driven by technological developments, Learning Specialists and Software and Applicat...",19
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"According to the surveyed executives, the fastest- the fastest growing jobs list are roles such as Big growing job roles by 2030, in percentage terms, Data Specialist, FinTech Engineers, AI and Machine tend to be driven by technological developments, Learning Specialists and Software and Applicat...",19
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"According to the surveyed executives, the fastest- the fastest growing jobs list are roles such as Big growing job roles by 2030, in percentage terms, Data Specialist, FinTech Engineers, AI and Machine tend to be driven by technological developments, Learning Specialists and Software and Applicat...",19
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"According to the surveyed executives, the fastest- the fastest growing jobs list are roles such as Big growing job roles by 2030, in percentage terms, Data Specialist, FinTech Engineers, AI and Machine tend to be driven by technological developments, Learning Specialists and Software and Applicat...",19
